text,label,keyword_found
야 나 점프가 안 되거든?,0,점프
오케이x2 미안한데 혹시 내가 먼저 가봐도 될까?,0,오케이
2개 또 굴려주시고 자 가자,0,가자
거기도 만들어 양띵 올라와 오케이 30 올라가고 오케이 1차 1차 재밌다,0,오케이
그냥 나 여기 맨 위 오 오케이 난 두번째 라인 선생님 피할때 말해 덕기야 너 위아래로 오오 조심조심 오오 각별히 다 막아줘,0,조심
네 여기서 이 친구 잡아주면서 점프 자 저 친구 죽었어요,0,죽었
"끝까지 가자, 정원아.",0,가자
거기 다시 잡아요.,0,다시
오케이 우리는 약간 비켜주고.,0,오케이
어 그래서 이거 조심해서 가야 돼,0,조심
야 점프도 해야돼,0,점프
이루야 왼쪽으로 가야돼,0,왼쪽
쟤네도 같이 보내 못 들어오게 나이스 어 형 들어가고 나 다시 들어왔고 너무 더워가지고 잠깐 바람 좀 쐬어 영준아 죽어 야!,0,다시
갔다가 갔다가 천천히 천천히 천천히 가자 가자 가자 벚꽃 벚꽃 그렇지,0,가자
"코인 오오오 다시 돌아가고 올라가고 반응 한번 하고 그렇지 올라가고 반응 한번 하고 올라가, 올라가!",0,다시
가자 가자 님들 가요,0,가자
"자, 요거 이제 약간 이렇게 밀어서 먹어, 먹어, 먹어 여기 8명이 같이 있는데 0, 4 오케이, 밀어, 빨리 밀어 밀자, 밀자, 밀자 밀어, 밀어, 밀어 야, 아래 봐봐, 여기 뭔가 누가 달라 밀게 점프를 해야 돼",0,점프
됐다 독신 받을라고 저거 말고 오라고 아 모기 잡았어요 나이스 아 생일 축하해요 피 빨았나요?,0,나이스
점프하지 말고!,0,점프
"오케이, 제가 보는데.",0,오케이
그냥 가만히 있어라 좀 제발 내가 다 해줄게 기다려 아니 아까 내가 온 것처럼 오면 되잖아,0,기다려
오케이 오케이 가자 가자 가자,0,가자
바로 가자.,0,가자
"자, 왼쪽 갈게, 왼쪽 갈게, 왼쪽 갈게.",0,왼쪽
저거 다시 돌아오는 거였어?,0,다시
기절시켜 토끼 던지고 올게 어 던지고와 던지고와 내가 상어 맞출게 나이스 디노가 나갔다 디노가 나갔다,0,나이스
다시 해봐,0,다시
오케이 사회적 거리가 필요해 한 명씩 넘어가 넘어가 톡 뛰어 뛰어 천천히 톡 그렇게 뛰면 안 돼,0,오케이
이거 살짝 당겨서 오른쪽으로 털.,0,오른쪽
오케이~!,0,오케이
오케이 바뀌었다,0,오케이
얘 다 죽었는데?,0,죽었
아 오케이 선풍기 바람 끝나면 한 번 틀 잡자 응 응 이해해 아아 무슨 말인지 이해했어,0,오케이
에이 뽀잉 에이 뽀잉 야야 두명 두명 야 올라가 일단 올라와 일단 올라가 일단 올라가 일단 올라가 일단 올라가 오케이 오케이 아 왜 이렇게 기다리다 딱 알았다,0,오케이
왼쪽 나 뭐해,0,왼쪽
다같이 점프 다같이 점프하면 떨어지는 거 아니야?,0,점프
오케이 그거 뭐 실제로?,0,오케이
올려서 점프해줘야 돼,0,점프
오 나이스!,0,나이스
나는 점프할게 제일 끝에 있는 사람이 떨어져야 돼,0,점프
햇빠리 보내고 가자 보내고 갈께 보내고 보내고 가자 보내고 가자 가자 가자 가자 지금 가가가 자 이제 윤유 준비해 연호랑 자 이제 윤유 준비해 연호랑 윤유 연호 준비해 내려올거야,0,가자
야 이거 줄로 왼쪽 거 열쇠를 먹고 오른쪽으로 끌어와야 돼,0,오른쪽
나이스 샀다 와 협동이 되네,0,나이스
제가 전생에 한 번 꿈에서 죽었거든요,0,죽었
응 다 죽었어.,0,죽었
죽었다고요?,0,죽었
이건 제가 실수해 오케이!,0,오케이
고양이 왼쪽에 있습니다.,0,왼쪽
점프할 때 내가 앞으로 조금씩 가줄게.,0,점프
다시 해보자 뛰어 호 보라색에 생각이 있겠지 기다려봐 그래 좋아 얼마나 좋아,0,다시
자 왼쪽 보시면 점프를 할 수가 있어요.,0,왼쪽
오케이 그다음.,0,오케이
점프대를 여기다 설치하는거야,0,점프
콩콩이가 점프했어 장벽?,0,점프
아 이거 보낸다 오케이 위에 거 굳이 뚫을 필요 없어,0,오케이
여기서 무작위 가자 무작위 오케이 이게 재밌어 꿀!,0,가자
기다려봐 내가 여기서 해줄게.,0,기다려
오른쪽으로 와봐,0,오른쪽
오케이 갑시다 가시죠,0,오케이
이거 그냥 점프 안하고 떨어져도 됐잖아 하나 둘 셋 오케이 이렇게 쭉 가면 돼,0,점프
"어, 어, 야, 야, 오케이 열어, 열어, 열어, 열어 나야!",0,오케이
야 얘들아 처음 치곤 잘했어,0,잘했어
가자 가자 해봐 해봐 밟아봐 그냥 이걸로 해 이걸로 해 오케이 그래 오 나이스 아 드디어 내 차례 아 이건 뭐지?,0,가자
다시 한 사람?,0,다시
"자, 탑 다시 쌓아야 돼.",0,다시
몇명 누르면 점프 되는지 보자,0,점프
아이씨 아이스에이지 아이스에이지 죽었어,0,죽었
개인기 아 오케이 어!,0,오케이
존은 대신에 실패야.,0,실패
"그냥 점프하지 말고 살짝, 살짝씩만 눌러.",0,점프
"가돈, 가돈 가돈, 가돈 막아, 막아 오, 오, 오, 오 야, 조심해, 조심해 빨리 열어, 빨리 열어, 빨리 열어 야!",0,조심
가자 가자 가자 가자 가자.,0,가자
빨리 빨리 오케이 각별이 먼저 타야 돼,0,오케이
잘했어,0,잘했어
점프를 내가 보기에는 개빡센데 이거 내가 보기엔 점프는 일곱명인가 봐,0,점프
"다시 가봐, 노란색아.",0,다시
호나 와 발라졌어 호나 나이스 빠르다 빠르다 빠르다 출발한다,0,나이스
조용히 있자 조심히 있자 아 얘네 너무 노잼이야,0,조심
아 오케이 오케이 오케이 쌓아 쌓아 잠깐만 잠깐만 나부터 나부터 저거 올라가야 아니 우리가 갈 수 없어 갈 수 있어,0,오케이
완전 나이스 완전 나이스 이거 안 튀어졌지?,0,나이스
나이스 어!,0,나이스
콩콩이가 점프했어,0,점프
밀어주면 돼 밀어주면 돼 왼쪽 가야돼,0,왼쪽
드디어 성공했습니다!,0,성공
이리 내려올 자리 만들어주고 그러고 다 같이 오른쪽을 보는 거야,0,오른쪽
그거 다 떨어져 앞에 4명이 여기 4명 위에 올라가 보자 보라색이 분홍색 위에 올라가 봐 회색 가만히 회색은 다시 가 회색 다시 가 별 만들지 마,0,다시
발 밑에 조심해!,0,조심
아니 뭐 하다 죽었어?,0,죽었
나이스 캐치!,0,나이스
아아 천천히 조심히 조심히 예스 예스 winding 예스 overturn 난 X 될 뻔 .,0,조심
"아니, 여기 위에 올라갔다가 점프해봐, 여기.",0,점프
오케이 오케이 가요,0,오케이
어 일로 점프해봐 점프해봐 들어와봐,0,점프
점프해봐 점프해 아니 멀리서 점프해서 들어오면 되잖아,0,점프
여기 건너가자.,0,가자
이거 어 됐다아 가자 문 열어야지,0,가자
파란색 아까 오른쪽이었는데?,0,오른쪽
오케이 됐고 오케이 됐고,0,오케이
하나 둘 셋 셋 하나 둘 아니야 아니야 보고 얘기하지 말고 눈 하나 한 번 호수님 야 그러면 이거를 우리가 점프를 떼라는 거야?,0,점프
다시 하자 오케이 한다,0,다시
야 기다려 기다려 이 공 때리지 마,0,기다려
야 기다려봐.,0,기다려
진짜 한 번에 성공하는 거 잠깐만 우리 한..,0,성공
이렇게 점프를 해 나!,0,점프
아아 아 너 밀지마 왼쪽으로 가야돼,0,왼쪽
오른쪽껀 두칸씩 밟아,0,오른쪽
오른쪽으로 한 번.,0,오른쪽
쭉 갈게 쭉 갈게 쭉 가고 자 올라가고 세계에서 가장 어려운 게임 그거 나 진짜 어려워질라 그래 오케이 자 한 번 보고 괜찮죠?,0,오케이
아니 상관 없으니까 확실히 가면 내려와 내려와 천천히 천천히 천천히 슛 나이스 땡겨 땡겨 땡겨 parkscynier 마음의 성격 자 про Uganda � Deutsch 잠깐만 잠깐만 이루야 just 마이크 끄고!,0,나이스
다시 돌아서 부메랑이야,0,다시
가자 그냥 가.,0,가자
"섬식 올드보이 만들기, 대성공.",0,성공
빨리와봐 으아아아아아 나 혼자 한솔이랑 싸우다가 죽었는데 야 쟤 빨리 맞춰 더 깨워줘,0,죽었
오케이 스킬!,0,오케이
지금 보면 안돼 오른쪽!,0,오른쪽
지금 지금 아까비 이거 점프 제대로 맞춰야지 높게 뛰거든 후춘이 지금 이동방 할 생각 없어요?,0,점프
점프하면 톱니가 닿을 거 같아가지고 움직여라,0,점프
왼쪽 가야 되는데 한번 꺾어야 돼.,0,왼쪽
회색이 내려가고 오케이 찢어 그냥 찢어 됐어,0,오케이
아 둘다 헷갈려 뒤죽었네 정말 아 원포치님 제발요 헷갈려 죽겠어,0,죽었
세 하나 오케이 가고 와,0,오케이
오른쪽으로 그렇지 쭉 용차 용차 앞에 눌러야 돼,0,오른쪽
되겠는데 나이스 깨질게 내가 깨질게 뒷 스핀 뒷 스핀 거기서 스피드 걸어서 와 아깝다,0,나이스
그래서 여기서 체인 런처 쏴가지고 여기로 점프?,0,점프
제발 제발 아 내가 왼쪽으로 가면 안되겠다,0,왼쪽
"스~~~~~ 자, 다시 바뀌었어, 얘들아!",0,다시
3 2 1 나이스 가만있어,0,나이스
나 왜 이렇게 점프를 많이 했어!,0,점프
여기서 이렇게 점프를 해야된다,0,점프
아이고 아니 할배 아아 아 이거 치매 이슈 아 오케이 치매 이슈 오케이 오케이 이슈잖아,0,오케이
나이스 삼식!,0,나이스
다시 하죠,0,다시
"1, 2, 3 게이지 관리 오케이 게이지를 누가 너무 많이 관리하네?",0,오케이
오케이 들어왔어,0,오케이
던져 던져 팅댕이 왼쪽 오른쪽 봐 손네만 왼쪽 오른쪽 봐 뒤돌아 뒤돌아 뒤돌아,0,오른쪽
으으으 조심성이라거나 그냥 1도 없는 남자!,0,조심
가자 가자!,0,가자
나 간다 눈꽃 축적 가자,0,가자
조심 조심!,0,조심
"자, 해파리, 해파리 조심, 해파리 조심.",0,조심
왼쪽 왼쪽 이거 한 두명이서 해야되네,0,왼쪽
됐다 가자.,0,가자
왼쪽 아래 내려와봐.,0,왼쪽
저 알고 그런 거에 왼쪽을 잘 뚫자 아 왼쪽을 일단 다 뚫어봐,0,왼쪽
제가 기다려 대기!!,0,기다려
다시 해보자,0,다시
아 이건 팍 형준아 살아있어 죽었어?,0,죽었
오오 왼쪽 뭐해,0,왼쪽
왼쪽으로 가서 시작하자,0,왼쪽
"오케이, 타!",0,오케이
오케이 고마워요,0,오케이
여기다 여기 여기 왼쪽 봐!,0,왼쪽
왼쪽에 철판을 올라가면 돼,0,왼쪽
왼쪽!,0,왼쪽
호쉬 오후 점프 누르거나 형 이거 내꺼 같은데?,0,점프
오케이 좋아,0,오케이
벌써 16번이나 죽었어.,0,죽었
이것도 왜 오른쪽에 유령이 있다?,0,오른쪽
오 나이스 나이스.,0,나이스
진짜 날려 날려 날려 날려 날려 여기 내려와 다시 왼쪽으로 다시 왼쪽으로 다시 왼쪽으로 다시 왼쪽으로 거기가 어딨어?,0,다시
오케이!,0,오케이
야 기다려봐,0,기다려
넌 죽었잖아,0,죽었
"자, 가자.",0,가자
나이스 한번더 한번더 한번더 한번더 한번더 한번더 그렇지,0,나이스
이 새끼 점프로 나 죽일라 했어,0,점프
그래 그래 그렇게만 해 오케이 이거지,0,오케이
잘했어요,0,잘했어
오케이 여기 어떻게 올라갔어,0,오케이
이루는 이걸로 해라 그냥 어어 넌 넌 그냥 이거 해 스톱 리얼 점프 슛 어 탭을 눌러 탭 탭 이루야 탭 자 이루가 아닌가,0,점프
나이스!,0,나이스
얘들아 가자 한 명씩 건너가 한 명씩 건너가 할 수 있지?,0,가자
"야, 그냥 가자.",0,가자
"다시, 다시.",0,다시
오케이 님들 이제 우리 잠깐만요 여기 떨어지면 다 죽거든요,0,오케이
예 다 아래 겉쪽 마야 5 이고 어 어 아 아 아 아 저 실수 세 번째 그럴 수 있어 그럴 수 있어 오케이 나 그러면 다 2초를 누르게 그러면 알아서 해줘,0,오케이
오케이 완두콩 아직 둘 하나 남았구만 이름이 뭐였지,0,오케이
빨간 불 잠깐 내기 X2 빨간 불에는 기다려줍니다,0,기다려
하나 둘 셋 나이스 이거 그냥 오른쪽 가자,0,오른쪽
블럭이 왼쪽으로 왼쪽으로 가만히 있어야지 가만히 있어야지 가만히 있어야지 아 오른쪽 오른쪽 오른쪽 왼쪽인데?,0,오른쪽
빨간색 오른쪽으로 좀 붙여보세요,0,오른쪽
대질러 나이스 똥다운 똥다운 야야 좋아 잠깐만 야야야 피해드려 얘 먼저 해볼게 해볼게,0,나이스
점프대를 올라가보세요.,0,점프
삼식아 눈꽃 좀 평소 실탑에 버리고 가자 위로 올라가야 돼,0,가자
그게 아이 기다려봐,0,기다려
하지만 선장이 성공하면 다음 칸으로 또 가요,0,성공
아 좋아 다시 와 일로 화내지 말고 예쁘게 말해요,0,다시
무거우니까 가자,0,가자
너무 조심성 없어?,0,조심
빨리 가자 빨리 가자.,0,가자
저걸 들어가야 되니까 이거 안되는거 같은데 기다려봐,0,기다려
오케이 가겠습니다.,0,오케이
또 죽었대요,0,죽었
저기가 거리가 너무 넓은데 여기 점프가 저거 봐,0,점프
"아, 오케이.",0,오케이
우리가 뒤에서 잡아주자 그렇지 다시 올라와서 올라와서 올라와요,0,다시
아니 일단 모두 올라가자 어 에 올라가기!,0,가자
그럼 점프 두 번 뛰어야 될 것 같아,0,점프
"콩콩아, 너 오른쪽, 오른쪽 누나, 그리고 가운데, 가운데, 가운데 여기 채우려고 하네 세워, 세워, 세워 3시간 세워",0,오른쪽
"대갈찍기 오케이 꺼져 올라올라올라올라올라올라올 아, 오빠 일어나 일어나 안돼",0,오케이
"오케이, 알았어.",0,오케이
아 오케이 어디에요?,0,오케이
그렇지 4 3 제발 1 1 4 역시 진짜 가 가 가자 가자 가가가 뭐야,0,가자
빨리 털 줘 가서 오케이 산적이야,0,오케이
왼쪽에 한 명만 있어 오른쪽이랑 내가 가만히 있어 너가 조절해 봐,0,오른쪽
방금 야 야 야 저 저 저 잡아 쟤 잡아 오케이 스킬 오은영 선생님 불러야 돼,0,오케이
다시 위로!,0,다시
점프 나와,0,점프
그러면 점프가 늘어나나?,0,점프
다아악 점프가 한 명씩 되거든?,0,점프
야 잠깐만 점프를 한 번에 점프를 한 번에 아니 개새끼야 올라 올라 올라 땡겨줘 땡겨줘 오케이 오케이 한 번에 한 번에 한 번에 형 나와 나와 점프해야 돼,0,점프
오토바이 두번째로 들어가고 코야가 세번째로 가고 오케이 가자,0,가자
Let's go 잉깨야 우리 생존하러 가자 까비까비 오 뭐예요,0,가자
우리 친하게 다시 가보자,0,다시
자아 헤이 헤이 헤이 이게 내 차례야 오케이 땡스 얼랏 땡스 얼랏 I GOTTA CHANCE I GOTTA CHANCE I GOTTA CHANCE I GOTTA CHANCE MAN 네버 기브!,0,오케이
오케이 어 오케이 어 열쇠 열쇠 뭐야,0,오케이
오늘 1명으로 가자구요,0,가자
그냥 이렇게 하면 점프해야지 악녀야,0,점프
오케이 눈치 싸움 플러스 계산도 해야 돼,0,오케이
야 공 개수가 저거 진다 조심해라 10개밖에 없거든 누가 공 까먹었다,0,조심
"내가 보고 있어 내가 보고 있어 내려 내려 내려 넘어가 넘어가 넘어가 봐줘 봐줘 봐줘 보고 있어 보고 있어 오케이, 오케이.",0,오케이
점프를 하지마,0,점프
야 우리 작은 맵으로 가자,0,가자
"오케이, 폭포 좋아.",0,오케이
이거 다시 가보자,0,다시
이번에는 점프하면서 아닌데 점프해야 돼,0,점프
가자 왼쪽으로 좀 갔다가 거기서 시작하자 너무 아픈거 같아 하나 둘 셋 지금 멈춰 멈춰 멈춰 멈춰야돼,0,왼쪽
"오케이, 오케이.",0,오케이
이거 일단 탑을 쌓아서 여기로 점프 뛰어 넘어가자.,0,점프
오른쪽 뭐야,0,오른쪽
문 열어 문 열어 문 열어 문 열어 문 열어 가자 가자 밀어줘야 돼,0,가자
점프x3 점프x10 잠깐x10 일로x4 됐어,0,점프
오케이 됐어,0,오케이
진짜 그렇게 3번만 해 3번만 왔다 갔다 다시 한 번 갔다가 갔다가 야야야 왜왜왜 버텨 기다려 버텨 버텨 야 올라가 올라가 다시 왔다 갔다 다시 왔다 갔다 지금 맨발 맨발 맨발 내려가 내려가 내려가 내려가 다시 다시 왔다갔다 다시 왔다갔다 자 이제 맨파 올라가고 윤류 자 보자 보자 어디로 올라가 일단 올라가봐,0,다시
아 오케이 그러니까 10초 전에 우리가 다 올라와서 타야 돼,0,오케이
오케이 가라 가라 가라 7초 7초 비켜 비켜야 돼,0,오케이
재밌어 재미있어 맨 위에 사람들은 점프 안하고 그냥 앞으로 출발하면 돼,0,점프
나이스 다들 너무 멋있어 3회 카운트 해드릴게요,0,나이스
"한순아, 같이 가자.",0,가자
야 나였다마 어 밑에 볼 때 지금 됐다 그리고 왼쪽에 표 하나 둘 셋 지금 지금이야 지금이야 알겠어,0,왼쪽
우리 한 명씩 가자 이렇게 해,0,가자
"잘했어요, 잘했어요.",0,잘했어
야 잠깐만 나이스 야 도밍고 못 잡음,0,나이스
어디서 죽었을까?,0,죽었
아ㅎㅎㅎ 아 제가 죽었거든요,0,죽었
아 나이스.,0,나이스
아 2번 느렸다 다시해야돼,0,다시
빨리 출발해 그래 쳐 가 가자 고개 숙여,0,가자
이 씨X끼들 그냥 가자 가자 이거 뭐야,0,가자
아 오케이 뭐라 하지마,0,오케이
야 지우야 지우야 아니 지우야 아니 지우 아니 지우 이씨 나만 때려 아 날 왜 때리노 아니 지우야 이씨야 좀 놓으라고 놓으라고 좀 놓으라고 야 저거 공격 공격 공격 공격 안돼 나이스~~ 내꺼다 내꺼다 내꺼다 가자 가자 가자 나이스~~ 망해도 안되는데?,0,가자
왼쪽이었어,0,왼쪽
그거 조심해라 저거 야,0,조심
"왼쪽으로 쭉 밀어, 계속 밀어.",0,왼쪽
성공 1등!,0,성공
성공해!,0,성공
거기 영역 혼자 있어 점프해서 통과가 되는구나,0,점프
도깨야 도깨야 아니 점프를 추가로 밀면 안된다고 밀려고 하는게 아니라 점프를 점프를 점프를 뭐 많은거다 오케이 나이스 괜찮은데 가능성을 봤어.,0,점프
아 근데 야 어떻게 한번 밟아보고 다시 하면 안되냐?,0,다시
아 오케이 오케이 내가 구할게 내가 이거 와 나 개잘했어,0,잘했어
"가자, 가자.",0,가자
다 이쪽으로 왼쪽으로 붙어있어 다 붙어있어,0,왼쪽
오케이 에이 지금 역사 속에서 제일 많이 올라왔어요,0,오케이
네 하나 둘 셋 점프 살짝 앞으로 앞으로 앞으로 앞으로 이거 살짝 가야돼,0,점프
그럼 가자.,0,가자
어 소수는 난 잠깐만 열쇠 열쇠 열쇠 열쇠 열쇠 남자수 남자수 남자수 왼쪽 왼쪽 양띵 왼쪽으로 가라,0,왼쪽
이 ㅅㅂ야 아직에서 죽어 잡아버려 죽었다,0,죽었
진짜 한 번에 성공하나?,0,성공
오케이 여기야,0,오케이
아니 공룡아 너가 늦다고 자꾸 오케이 클리어 0.31 뭐야,0,오케이
게임을 껐다 꺼봐 다시 들어와 다시 들어와 다시 들어와,0,다시
오케이 아니 방금 방금 개 잘했어,0,잘했어
점프하면 6명이 안 되게 돼요,0,점프
우리 사실 떨어진다고 우리가 떨어진다고 간다 오케이 하나 둘 셋 됐어,0,오케이
홍하이가 잡고있어 빨리 빨리 빨리 열쇠 열쇠 열쇠 열쇠 열쇠 기다려 기다려 기다려,0,기다려
오케이 여기요 여기요 더블 점프 두근 슛!!!,0,점프
나야 그게 나야 왼쪽부터 왼쪽부터 왼쪽부터 하네 나이스 나이스 야,0,왼쪽
다시 합니다.,0,다시
아 끝까지 끝까지 오케이!,0,오케이
이야아아아아 나이스 이야아아 이야아아 덕기야 누나 죽었어 덕기야 누나 죽었어,0,죽었
됐다 가 지금이다 오케이 가자,0,가자
오케이 야 잠깐만 근데 우리가 어디로 떠나는 거야,0,오케이
기다려 하나는 화가 나지 않아,0,기다려
네 MVP 되는지 볼게 오케이 콩콩은 할 수 있을걸?,0,오케이
근데 한 번에 동시에 너무 같이 올라가다가 한 명 미끄러지면 다 같이 미끄러져 버리니까 좀 조심조심 어 가보세요,0,조심
날 잡아주고 저기 떨어졌어,0,떨어졌
오른쪽 봐봐,0,오른쪽
나한테 점프해 아이고 아이고 아 오케이 오케이 먹어 먹어 먹어 먹어 왼쪽 한 명 더 왼쪽 한 명 더 띠용 와 우리 파밍하는 거 짱나네 좋아 좋아 좋아 파밍!,0,왼쪽
자 너 너 빨리 가 아잇 다시 다시 화내지 마 봐봐,0,다시
따라가면 되고 자 따라가자 따라가자 가자 가자 가자 그렇지 윤호님이 먹어주고 그대로 쭉 갈게요,0,가자
먹고 먹고 먹고 태우고 안돼 내려 비켜 비켜 점프 점프 점프 점프 점프!,0,점프
형준아 으악 나 죽었다!,0,죽었
나이스 안돼,0,나이스
"어, 좌우로 가자.",0,가자
방 다시 만들까?,0,다시
나이스 어 아 깨웠다,0,나이스
가자 가자 가자 가자 바로가자 바로가자 가만있어,0,가자
누가 죽었어?,0,죽었
"자, 여기서 오른쪽 가는 거야.",0,오른쪽
오케이 오케이 이거 후추가 잘해야돼,0,오케이
"오케이, 3탄 가자.",0,가자
점프를 해야돼,0,점프
이거 진짜 황금났다 오 나이스 쉽구만 밟으면 안 돼,0,나이스
점프해 점프 다같이 점프 아 이거 한번 해야지 이게 더 근데 불 켜지는건 뭐야?,0,점프
올라가 올라가 일단 가자 여기는 쉬워 여기까지 쉬워 하나 둘 셋 쿨해 쿨해 점프 점프가 왜 안되지,0,점프
제발 점프.,0,점프
좋아 한명 더 오면 넷이서 가자고 어떻게 올라가요?,0,가자
아 오른쪽도 오른쪽도 미래보지 말고 어 나이스 나이스 아니야,0,오른쪽
"오케이, 넘어와.",0,오케이
이 ㅅㅂ seg 안돼에에에 fade 생선 나이스 나이스 나이스 아 존나 잘해!,0,나이스
네 한 명씩만 가자고 아오니님부터 움직여!,0,가자
그렇지 올라가고 올라가고 내려가고 내려가고 왼쪽으로 내려가고 야 반응해야 돼,0,왼쪽
"일로 와, 가자.",0,가자
이거 점프 되잖아.,0,점프
어 그렇지 성공할 수 있을 것 같아 빨리 빨리 빨리 빨리 빨리 빨리 오케이 좋아 좋아 오토바이 올라온다,0,성공
점프를 아니 이거 애매한게 점프하면 머리 박고 떨어질까봐,0,점프
네 가자,0,가자
여기서 이렇게 앞으로 살짝 조절을 해 이런식으로 그 다음에 앞으로 살짝 기울 때 요렇게 오케이?,0,오케이
"그냥 기다려, 그냥 순서대로 가.",0,기다려
"이거는 뭐 근데 너무 쉬운데 오케이 오 잘하는데 아이고, 나쁘지 않은데?",0,오케이
아 이거 슬라임 밟으면 안돼 머리만 밟을 수 있어 이게 줄이 꼬일 수 있기 때문에 서로 좀 가까이 붙어서 점프를 할 수 있게 해줘야 돼요,0,점프
아닌 거 같은데 여기 난이도 쓰읍 오케이 일단 가보자고 에고 좀 쉬었다가 아 중간중간 쉬는 데가 있네 은근 지름길일 수도 있어,0,오케이
불 켜져야만 점프를 할 수 있는데 한명당 한명 점프할 수 있으니까 4번 하는 거 아닐까?,0,점프
강포지 강포지 됐다 보내자28 나이스 어우 고마워 살려줘 당구 flor 야!,0,나이스
오케이 알겠죠,0,오케이
밑으로 내려가서 날 여기서 다시 올려서 일로 보내야돼,0,다시
"이렇게 하는 거였어, 오케이.",0,오케이
오른쪽 봐야 돼,0,오른쪽
나이스 잘했습니다,0,나이스
어 수현이가 죽었다 수현이가 살았는데?,0,죽었
저 열쇠 먹는다 치고 점프해서 애벌레쪽 가서 깃발 지나서 위로 간 다음에 꽃을 지나서 아 오케이 아 저거 오른쪽으로 바로 가는게 아니라 애벌레로 가야되는구나,0,오른쪽
야 조심해 조심해 나 넣었다 문고총 그냥 닿으면 죽을까?,0,조심
"오케이, 이렇게 출발합시다.",0,오케이
친구가 안돼 친구가 안돼 오른쪽!,0,오른쪽
"오케이, 갈게.",0,오케이
아 오케이 오케이 야,0,오케이
"이렇게 가면 되겠다, 가자!",0,가자
조심해야 돼,0,조심
거기 기다려,0,기다려
내가 보고있어 조심성 없어?,0,조심
선행아 오른쪽으로 뭔 소리야,0,오른쪽
다시 할 수 있네.,0,다시
이거를 그니까 우리가 저기로 다시 가야돼,0,다시
같이 왼쪽 좋았다,0,왼쪽
팽팽해지니까 점프력이 안 좋네.,0,점프
여기 사이로 들어가서 그렇지 점프할 때 가!,0,점프
누나 누나 누나 가요 도끼야 도망가 안녕 한솔아 우리 올라가자 열심히 올라가자 우리 살자 살자 형 그냥 일단 올라가자 우리 올라가자 기다려봐 올라가자 넌 못가,0,기다려
한 번에 가자.,0,가자
자신 없는 사람은 진짜 그냥 점프랑 앞에만 계속 누르고 있어,0,점프
"아, 보라색 점프하지 마.",0,점프
오케이 점스 그렇지,0,오케이
일단 한 쪽 가자.,0,가자
그래야 내가 여기서 점프해서 딱 가지,0,점프
오케이 좋아!,0,오케이
왼쪽부터 누르고 점프해야 됩니다,0,왼쪽
살아있었네 형님 야 우리 여기서 쏘자 오케이 됐다 저 살려줘요 베인 아 잠시만 베인아 나말고 쟤 졌어,0,오케이
누나 가자 가자 가자 이대로 가 이대로 가 이대로 갈 수 있어서 이대로 갈 수 있으니 흔취가 이게 최선인 것 같아 흔취 진짜 너무한다,0,가자
오른쪽 위에 한 명 올라와봐,0,오른쪽
자자자자자자자 오케이!,0,오케이
가자 가자 오케이 이거 점프 중에 갑자기 빨리 가야돼,0,점프
야 저것도 가져와 오케이 이제 알았다,0,오케이
나 진짜 떨어졌을 때 진짜로 나 하늘이 무너지는 줄 알았다,0,떨어졌
아이고 x5 아이고 x5 어어 어디로 떨어졌어,0,떨어졌
오케이 다행이다,0,오케이
오케이 아니 당연하지!,0,오케이
이제 칼대 조심히 가.,0,조심
점프해서 가 알았지?,0,점프
라색이 화이팅 점프!,0,점프
"조심했어, 조심했어.",0,조심
오케이 자 꺾고 그렇지 반응해주고 그렇지,0,오케이
점프해야 됨,0,점프
오케이 샌프란시스코로 출발 아 여기 어디야,0,오케이
"오케이, 간다.",0,오케이
여기서 물 타고 올라가자 그렇지!,0,가자
오케이 와와와 가자 가자 가자 자 비켜줘,0,가자
왼쪽 위에!,0,왼쪽
야 나이스!,0,나이스
아니 누나 오른쪽으로 가면 왼쪽으로 가면 독에 중독돼 오른쪽에 있어야돼,0,오른쪽
"으하하하하 나이스, 형준!",0,나이스
그냥 바로가자 바로가자 바로가자,0,가자
머리 박아 오 조심 현란하다 현란해,0,조심
아니 오빠 기다려 레디 고 천장이 옆에 좀 가있어,0,기다려
영상으로 누르지 말고 중앙에 눌러 중앙에 중앙에 다시 해봐요,0,다시
오케이x3 이렇게 해서 하는 거다?,0,오케이
똑같은 색깔이니까 그런 다음에 보라색 좀 빠져 계시고 아니면 빠지지 말던가 아니면 올라가서 그냥 점프를 하시던가,0,점프
아 양하라야 양하라야 진짜 지랄하러 가자,0,가자
"아니야, 왼쪽입니다.",0,왼쪽
나 죽었는데?,0,죽었
기다려봐,0,기다려
저기 윤누님이 왼쪽 끝으로 가봐요 왼쪽 끝으로.,0,왼쪽
점프대 한번 갈게요,0,점프
들어와 가자,0,가자
애기 좀 기다려.,0,기다려
역시 힘이 쎄 우리 영환이 힘이 쎄 점프해서 밀리는게 말이 아니야,0,점프
오 나이스 이거 한 번에 깨겠어,0,나이스
이 새끼 앞으로 간 다음에 갈지 이게 막 갈 거 같아 천천히 하면 되는데 그걸 또 가자마자 바로 점프해가지고 또 막 갈 거 같아,0,점프
오케이 두헌이 두헌이 이거 풀해줘 뒤에 묶여줘,0,오케이
옳쪄 오케이 어 스테미나 왜 이렇게 빨리 달지?,0,오케이
점프 점프 점프 점프해야 됨,0,점프
"아니 얘 죽었어, 같이 가야 돼.",0,죽었
